name,ra (J2000 hrs),radeg (J2000 deg),dec (J2000 deg),pmra (mas/yr),pmdec (mas/yr),parallax (mas),distance (pc),rv (km/s),vmag (Johnson V),sptype,bad_priority,priority,vsini (km/s),exptime (sec),maxobs,seplimit,pmodeperiod(min),Amp P-mode (cm/s),fauexptime (sec),acquisition_offset_north (arcsec),acquisition_offset_east (arcsec),iodine,active,dtactive,tc,period,t14,Howard (2010),finder,mstar,rstar,rpearth,mpearth,k,comment
HD100180,11.5291513,172.9372695,14.3645,0,0,0,8000.0,0,6.2,G0,1,0.05,,1800,,,6.44,15.51,2.39,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=172.9372695&d=14.3645&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD100623,11.5748573,173.6228595,-32.83134,0,0,0,8000.0,0,5.98,K0,1,0.05,,1800,,,3.91,11.01,1.95,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=173.6228595&d=-32.83134&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD103932,11.9656133,179.4841995,-27.70704,0,0,0,8000.0,0,6.964,K5,1,0.05,,1800,,,,,4.84,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=179.4841995&d=-27.70704&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD104304,12.0123473,180.1852095,-10.44601,0,0,0,8000.0,0,5.54,G9,1,0.05,,1800,,,6.84,18.43,1.3,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=180.1852095&d=-10.44601&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD10476,1.7082673,25.6240095,20.2685,0,0,0,8000.0,0,5.2,K1,1,0.05,,1800,,,4.43,10.49,0.95,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=25.6240095&d=20.2685&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD10700,1.7344676,26.017014,-15.93748,-1721.05,854.16,273.96,3.7,-16.68,3.5,G8,60,3,,906,,,3.56,10.11,0.2,0,0,1,1,1,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=26.017014&d=-15.93748&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,tau Ceti
HD109358,12.5623733,188.4355995,41.35748,0,0,0,8000.0,0,4.25,G0,1,0.05,,1800,,,5.73,10.39,0.4,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=188.4355995&d=41.35748&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD110315,12.6851333,190.2769995,15.37666,0,0,0,8000.0,0,7.9,K2,1,0.05,,1800,,,,,11.45,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=190.2769995&d=15.37666&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD110897,12.7498347,191.2475205,39.27892,0,0,0,8000.0,0,6,G0,1,0.05,,1800,,,4.98,9.91,1.99,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=191.2475205&d=39.27892&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD114613,13.2008847,198.0132705,-37.80302,0,0,0,8000.0,0,4.85,G3,1,0.05,,1800,,,19.88,43.79,0.69,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=198.0132705&d=-37.80302&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD114783,13.2121627,198.1824405,-2.26504,0,0,0,8000.0,0,7.55,K0,1,0.05,,1800,,,4.64,9.68,8.3,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=198.1824405&d=-2.26504&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD115617,13.306754,199.60131,-18.3112,0,0,0,8000.0,0,4.74,G5,1,0.05,,1800,,,5.43,12.06,0.62,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=199.60131&d=-18.3112&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD116442,13.3942093,200.9131395,2.72332,0,0,0,8000.0,0,7.06,G5,1,0.05,,1800,,,4.07,10.16,5.28,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=200.9131395&d=2.72332&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD116443,13.3946787,200.9201805,2.72524,0,0,0,8000.0,0,7.36,G5,1,0.05,,1800,,,4.53,14.93,6.97,6.885741,25.31455,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=200.9201805&d=2.72524&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD117176,13.473836,202.10754,13.77879,0,0,0,8000.0,0,4.97,G4,1,0.05,,1800,,,16.35,27.3,0.77,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=202.10754&d=13.77879&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD120136,13.7877065,206.8155975,17.45690422,-479.53,53.49,64.03,15.6,-16.4,4.5,F7V,1,0.05,,1800,,,,,0.5,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=13+47+15.56&d=%2B17+27+25.4&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=LAUNCH&v3=,,,,,,"tau Boo, added as a confirmation of RV signal"
HD120467,13.8291127,207.4366905,-22.11109,0,0,0,8000.0,0,8.166,K4,1,0.05,,1800,,,,,14.63,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=207.4366905&d=-22.11109&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD12051,1.985176,29.77764,33.20968,0,0,0,8000.0,0,7.14,G5,1,0.05,,1800,,,6.1,15.63,5.69,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=29.77764&d=33.20968&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD122064,13.958905,209.383575,61.492861,-32.36,216.49,99.39,10.1,-26.543,6.52,K3,1,0.05,,1800,,,3.59,7.92,3.21,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=209.383575&d=61.492861&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Parameters from Valenti & Fischer 2005, JTW: nothing here but activity cycle, we have better targets"
HD122120,13.9887227,209.8308405,22.86975,0,0,0,8000.0,0,9.04,K5,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=209.8308405&d=22.86975&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD125455,14.3263513,214.8952695,-5.15119,0,0,0,8000.0,0,7.569,K1,1,0.05,,1800,,,4.03,10.75,8.44,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=214.8952695&d=-5.15119&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD126053,14.3875793,215.8136895,1.24157,0,0,0,8000.0,0,6.3,G1,1,0.05,,1800,,,4.38,11.71,2.62,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=215.8136895&d=1.24157&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD127334,14.493558,217.40337,41.79591,0,0,0,8000.0,0,6.36,G5,1,0.05,,1800,,,8.1,22.57,2.77,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=217.40337&d=41.79591&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,rv standard
HD12846,2.1084013,31.6260195,24.33399,0,0,0,8000.0,0,6.885,G2,1,0.05,,1800,,,4.92,9.7,4.5,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=31.6260195&d=24.33399&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD1298,4.088775337,61.33163006,20.15710098,5.228,-16.077,9.2139,108.5,14.427,10.12,K1,100,5,,1800,100,,,,15,64.026082,73.773014,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=61.3316300572&d=20.1571009817&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,V1298 Tau (for DT only) Note this is not its HD number.
HD130992,14.8612407,222.9186105,-24.30413,0,0,0,8000.0,0,7.805,K3,1,0.05,,1800,,,4.22,12.46,10.49,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=222.9186105&d=-24.30413&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD131880,8.288027055,124.3204058,12.60136452,-9.336,-9.945,3.8875,257.2,0,9.4,A2,100,5,30,1800,100,,,,15,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=124.320405828&d=12.6013645233&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Theron's Brown Dwarf (for DT only). Note this is not its HD number, it's a BD number (but I wasn't sure if that would break our code)"
HD132142,14.9197347,223.7960205,53.68035,0,0,0,8000.0,0,7.73,K1,1,0.05,,1800,,,4,10.67,9.79,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=223.7960205&d=53.68035&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD134987,15.22463,228.36945,-25.309347,-399.92,-74.85,38.16,26.2,5.174,6.46,,1,0.05,,1800,,,8.8,18.97,3.04,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=228.36945&d=-25.309347&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"known planet, NOT IN ETA EARTH"
HD136713,15.3768593,230.6528895,-10.66112,0,0,0,8000.0,0,7.942,K2,1,0.05,,1800,,,3.38,6.34,11.91,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=230.6528895&d=-10.66112&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD139323,15.599046,233.98569,39.83112,0,0,0,8000.0,0,7.56,K3,1,0.05,,1800,,,5.05,12.79,8.37,102.759909,-65.650219,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=233.98569&d=39.83112&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD140538,15.7338387,236.0075805,2.51517,0,0,0,8000.0,0,5.879,G2,1,0.05,,1800,,,4.73,15.46,1.78,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=236.0075805&d=2.51517&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: strong correlation of RV and S, has long-term companion, not RV quiet, probably a bad target"
HD141004,15.7740593,236.6108895,7.35307,-224,-70.64,82.48,12.1,-66.07,4.42,G0,1,0.05,,1800,,,9.18,23.34,0.46,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=236.6108895&d=7.35307&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,JTW: not very RV quiet
HD142091,15.8538697,237.808047,35.65737975,-8.55,-348.4,32.79,30.5,-25.16,4.79,KO,1,0.05,,1800,,1900,76.68,1410.29,0.65,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=237.8080455&d=35.65737975&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD142245,15.8823003,238.2345051,15.4307073,-55.58,-20.82,9.13,109.5,6.09,7.46,K0,1,0.05,,1800,,1980,,,7.64,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=238.2345045&d=15.4307073&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD143761,16.017406,240.26109,33.30351,0,0,0,8000.0,0,5.41,G0,1,0.05,,1800,,,7.86,15.82,1.16,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=240.26109&d=33.30351&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD14412,2.3162513,34.7437695,-25.94569,0,0,0,8000.0,0,6.34,G5,1,0.05,,1800,,,3.52,7.73,2.72,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=34.7437695&d=-25.94569&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD144579,16.0824427,241.2366405,39.15651,0,0,0,8000.0,0,6.66,G8,1,0.05,,1800,,,2.76,5.89,3.66,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=241.2366405&d=39.15651&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD145675,16.1734207,242.6013105,43.81764,0,0,0,8000.0,0,6.67,K0,1,0.05,,1800,,,6.59,18.75,3.69,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=242.6013105&d=43.81764&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD145958A,16.2217927,243.3268905,13.52691,0,0,0,8000.0,0,7.43,G8,1,0.05,,1800,,,4.85,8.69,7.43,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=243.3268905&d=13.52691&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD145958B,16.2217927,243.3268905,13.52691,0,0,0,8000.0,0,7.48,K0,1,0.05,,1800,,,5.06,12.08,7.78,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=243.3268905&d=13.52691&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD1461,0.31163,4.67445,-8.053,416.87,-143.83,43.02,23.2,-10.086,6.46,G0,1,0.05,,1800,,,6.74,22.95,3.04,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=4.67445&d=-8.053&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD146233,16.2603527,243.9052905,-8.36944,0,0,0,8000.0,0,5.5,G2,1,0.05,,1800,,,5.77,11.23,1.26,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=243.9052905&d=-8.36944&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD146362,16.244554,243.66831,33.85751,0,0,0,8000.0,0,6.419,G1,1,0.05,,1800,,,6.13,16.86,2.93,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=243.66831&d=33.85751&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD148467,16.465808,246.98712,7.30545,0,0,0,8000.0,0,8.82,K5,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=246.98712&d=7.30545&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD149806,16.619008,249.28512,0.25434,0,0,0,8000.0,0,7.065,K0,1,0.05,,1800,,,5.53,10.89,5.31,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=249.28512&d=0.25434&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD151288,16.751764,251.27646,33.50923,0,0,0,8000.0,0,8.11,K5,1,0.05,,1800,,,3.86,10.73,13.9,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=251.27646&d=33.50923&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD151541,16.710716,250.66074,68.10217,0,0,0,8000.0,0,7.56,K1,1,0.05,,1800,,,4.57,13.43,8.37,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=250.66074&d=68.10217&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD154088,17.0744007,256.1160105,-28.58268,0,0,0,8000.0,0,6.584,G8,1,0.05,,1800,,,4.99,9.57,3.41,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=256.1160105&d=-28.58268&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD154345,17.0434453,255.6516795,47.08188,0,0,0,8000.0,0,6.74,G8,1,0.05,,1800,,,4.41,8.18,3.94,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=255.6516795&d=47.08188&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: crazy strong rv-activity cycle or Jupiter analog at similar phase, period as activity. Near max activity in 2019."
HD154363,17.084276,256.26414,-5.06651,0,0,0,8000.0,0,7.709,K5,1,0.05,,1800,,,,,9.61,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=256.26414&d=-5.06651&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD155712,17.2104507,258.1567605,18.35119,0,0,0,8000.0,0,7.95,K0,1,0.05,,1800,,,4.18,8.46,11.99,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=258.1567605&d=18.35119&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD156668,17.2945807,259.4187105,29.22723,0,0,0,8000.0,0,8.42,K2,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=259.4187105&d=29.22723&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD156985,17.29734,259.4601,52.44711,0,0,0,8000.0,0,7.96,K2,1,0.05,,1800,,,,,12.11,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=259.4601&d=52.44711&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD157214,17.344324,260.16486,32.46774,0,0,0,8000.0,0,5.4,G0,1,0.05,,1800,,,3.65,5.04,1.15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=260.16486&d=32.46774&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: nice quiet star. Not a lot of data on it, although APF has hammered it."
HD157347,17.3809133,260.7136995,-2.38818,0,0,0,8000.0,0,6.293,G5,1,0.05,,1800,,,5.72,16.42,2.61,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=260.7136995&d=-2.38818&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD158038,17.42928588,261.4392882,27.3033406,48.35,-59.04,9.65,103.6,19.98,7.47,K1IV,1,0.05,,1800,,2400,,,7.71,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=261.4392882&d=27.3033406&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD158633,17.416694,261.25041,67.3067,0,0,0,8000.0,0,6.43,K0,1,0.05,,1800,,,3.81,8.99,2.96,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=261.25041&d=67.3067&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD159062,17.5045627,262.5684405,47.4022,0,0,0,8000.0,0,7.222,G5,1,0.05,,1800,,,4.15,10.43,6.13,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=262.5684405&d=47.4022&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD159222,17.5336093,263.0041395,34.27115,0,0,0,8000.0,0,6.56,G5,1,0.05,,1800,,,5.99,11.68,3.33,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=263.0041395&d=34.27115&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD16160,2.6013593,39.0203895,6.88687,0,0,0,8000.0,0,5.83,K3,100,0.1,,1800,3,,2.98,7.45,1.7,0.299106,-0.134162,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=39.0203895&d=6.88687&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Parameters from Valenti & Fischer 2005, JTW: spectroscopic binary, likely BD companion in P > 20 yr orbit"
HD16175,2.61719748,39.25796233,42.062632,-38.9,-40.37,17.28,57.9,22.07,7.28,G2,1,0.05,,1800,,1200,13.26,21.98,6.47,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=39.2579622&d=42.062632&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD161797,17.7743133,266.6146995,27.72068,0,0,0,8000.0,0,3.41,G5,1,0.05,,834,,,16,29.32,0.18,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=266.6146995&d=27.72068&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD164922,18.041906,270.62859,26.313,0,0,0,8000.0,0,6.99,K0,1,0.05,,1800,,,5.96,12.26,4.95,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=270.62859&d=26.313&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD166620,18.1603933,272.4058995,38.45778,0,0,0,8000.0,0,6.37,K2,1,0.05,,1800,,,4.3,13.19,2.8,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=272.4058995&d=38.45778&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD167042,18.1754555,272.6318337,54.28655338,107.9,247.4,19.91,50.2,-17.88,5.97,K1III,1,0.05,,1800,,1440,,,1.94,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=272.6318325&d=54.28655338&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD168009,18.2590173,273.8852595,45.20932,0,0,0,8000.0,0,6.309,G2,1,0.05,,1800,,,7.04,17.43,2.65,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=273.8852595&d=45.20932&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: intriguing 90 day signal. If correct, we'll get important confimatory RVs. Good target for MINERVA."
HD170493,18.4978907,277.4683605,-1.8181,0,0,0,8000.0,0,8.004,K3,1,0.05,,1800,,,,,12.61,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=277.4683605&d=-1.8181&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD172051,18.6481667,279.7225005,-21.05187,0,0,0,8000.0,0,5.866,G5,1,0.05,,1800,,,3.86,8.76,1.76,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=279.7225005&d=-21.05187&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,JTW: nice quiet star.
HD17230,2.771466,41.57199,11.77524,0,0,0,8000.0,0,8.574,K5,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=41.57199&d=11.77524&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD17532848,17.89513157,268.4269735,28.80137191,0,0,0,8000.0,0,15,,100,5,,1800,1,,,,60,21.100529,64.870947,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=268.4269735185&d=28.8013719123&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,QSO J1753+2848 (Jedidiah's Quasar -- test acquisition only)
HD176377,18.980834,284.71251,30.18065,0,0,0,8000.0,0,6.78,G0,1,0.05,,1800,,,3.53,9.37,4.08,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=284.71251&d=30.18065&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD179957,19.2013,288.0195,49.85389,0,0,0,8000.0,0,6.75,G4,1,0.05,,1800,,,5.74,8.77,3.97,-3.434393,-1.569037,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=288.0195&d=49.85389&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD179958,19.2013973,288.0209595,49.85576,0,0,0,8000.0,0,6.57,G4,1,0.05,,1800,,,9.29,17.47,3.36,3.29761,1.81848,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=288.0209595&d=49.85576&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
