name,ra (J2000 hrs),radeg (J2000 deg),dec (J2000 deg),pmra (mas/yr),pmdec (mas/yr),parallax (mas),distance (pc),rv (km/s),vmag (Johnson V),sptype,bad_priority,priority,vsini (km/s),exptime (sec),maxobs,seplimit,pmodeperiod(min),Amp P-mode (cm/s),fauexptime (sec),acquisition_offset_north (arcsec),acquisition_offset_east (arcsec),iodine,active,dtactive,tc,period,t14,Howard (2010),finder,mstar,rstar,rpearth,mpearth,k,comment
HD45184,6.4121887,96.1828305,-28.78011,0,0,0,8000.0,0,6.374,G2,1,0.05,,1800,,,5.4,10.15,2.81,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=96.1828305&d=-28.78011&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD45410,6.513085547,97.11688663,58.16263358,-30.14,-338.7,17.92,55.8,39.57,5.86,K0III,1,0.05,,1800,,2280,90.21,1440.18,1.75,53.931301,-104.034901,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=97.696283205&d=58.16263358&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD45506,6.474459108,97.11688663,16.23838602,-92.18,-48.73,14.51,68.9,42.38,6.24,G5,1,0.05,,1800,,1980,72.35,1180.83,2.48,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=97.11688662&d=16.23838602&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD4614A,0.818414,12.27621,57.81519,0,0,0,8000.0,0,3.45,G0,1,0.05,,865,,,6.54,15.61,0.19,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=12.27621&d=57.81519&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"eta Cas, JTW: a good standard, there is a large trend since it is a binary"
HD4614B,0.818414,12.27621,57.81519,0,0,0,8000.0,0,3.45,K7,1,0.05,,865,,,,,0.19,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=12.27621&d=57.81519&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD4628,0.8063827,12.0957405,5.28061,0,0,0,8000.0,0,5.74,K2,1,0.05,,1800,,,4.03,10.6,1.57,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=12.0957405&d=5.28061&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD4747,0.8241013,12.3615195,-23.21248,0,0,0,8000.0,0,7.155,G8,1,0.05,,1800,,,3.99,8.9,5.77,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=12.3615195&d=-23.21248&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD48682,6.7789827,101.6847405,43.57743,0,0,0,8000.0,0,5.252,G0,1,0.05,,1800,,,8.39,28.49,1,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=101.6847405&d=43.57743&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: good MINERVA target, ""let's hammer it"""
HD4915,0.8530133,12.7951995,-5.03928,0,0,0,8000.0,0,6.972,G0,1,0.05,,1800,,,4.08,10.22,4.87,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=12.7951995&d=-5.03928&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD50692,6.921852,103.82778,25.3757,0,0,0,8000.0,0,5.76,G0,1,0.05,,1800,,,6.13,20.71,1.6,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=103.82778&d=25.3757&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD51419,6.9699307,104.5489605,22.47589,0,0,0,8000.0,0,6.94,G5,1,0.05,,1800,,,4.64,8.22,4.73,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=104.5489605&d=22.47589&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD51866,7.027386,105.41079,48.37867,0,0,0,8000.0,0,8,K3,1,0.05,,1800,,,,,12.56,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=105.41079&d=48.37867&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD52711,7.0584607,105.8769105,29.33708,0,0,0,8000.0,0,5.93,G4,1,0.05,,1800,,,6.28,16.89,1.87,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=105.8769105&d=29.33708&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD55575,7.2639273,108.9589095,47.23996,0,0,0,8000.0,0,5.554,G0,1,0.05,,1800,,,7.38,22.96,1.32,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=108.9589095&d=47.23996&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: quiet star, also an APF target"
HD61421,7.6550331,114.8254965,5.2249889,-714.59,-1036.8,284.56,3.5,3.2,0.37,F5,1,0.05,,60,,,16.21,39.4,0.01,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=114.8254965&d=5.2249889&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Procyon,Parameters from Valenti & Fischer 2005"
HD62613,7.9381193,119.0717895,80.26554,0,0,0,8000.0,0,6.56,G8,1,0.05,,1800,,,4.71,15.54,3.33,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=119.0717895&d=80.26554&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: no one else observing this high-dec target, may deserve a template measurement"
HD65277,7.966052,119.49078,-0.81442,0,0,0,8000.0,0,8.77,K5,1,0.05,,1800,,,2.35,6.49,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=119.49078&d=-0.81442&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD65583,8.0089247,120.1338705,29.21236,0,0,0,8000.0,0,6.94,G8,1,0.05,,1800,,,3.6,11.16,4.73,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=120.1338705&d=29.21236&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD68017,8.194068,122.91102,32.45713,0,0,0,8000.0,0,6.81,G4,1,0.5,,1800,1,,3.76,10.17,4.2,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=122.91102&d=32.45713&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Jason W requested
HD69830,8.3066519,124.5997785,-12.632169,278.99,-987.59,80.04,12.5,32.2,5.95,K0,1,0.05,,1800,,,4.87,11.29,1.9,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=124.5997785&d=-12.632169&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,known planets (3 all neptune mass)
HD72673,8.5476378,128.214567,-31.500853,-1113.37,761.57,81.91,12.2,14.882,6.38,K0,1,0.05,,1800,,,50.17,288.52,2.82,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=128.214567&d=-31.500853&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD73344,8.645977889,129.6896683,23.685905,-47.352,-148.591,28.55,35.0,6.253,6.9,F6V,1,0.05,,1800,3,1200,,,4.56,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=129.6896683335&d=23.685905&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,K2 C16 target
HD73667,8.6641087,129.9616305,11.52267,0,0,0,8000.0,0,7.582,K1,1,0.05,,1800,,,3.16,6.19,8.55,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=129.9616305&d=11.52267&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD75732,8.8766142,133.149213,28.330819,-485.8,-234.05,81.03,12.3,27.58,5.95,G8,1,0.05,,1800,,,6.31,22.11,1.9,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=133.149213&d=28.330819&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"known planets (55 Cnc), twin to the south west (but should be off field)"
HD76445,8.94610825,134.1916238,17.4813519,32.355,-19.666,10.16,98.4,-16.39,7.64,G5,1.5,0.075,,1800,3,1560,,,9.02,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=08+56+45.99&d=%2B17+28+52.9&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Sharon selected
HD7924,1.3664207,20.4963105,76.71028,0,0,0,8000.0,0,7.185,K0,1,0.05,,1800,,,3.96,9.04,5.93,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=20.4963105&d=76.71028&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD83394,9.6664141,144.9962115,53.4969631,-9.53,-131.5,9.35,107.0,40.15,7.44,KO,1,0.05,,1800,,2280,,,7.5,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=144.9962115&d=53.4969631&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD8375,15.8538697,20.90615146,35.65737975,233.1,117.8,17.65,56.7,8.18,6.28,G8IV,1,0.05,,1800,,1440,31.08,480.41,2.58,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=237.8080455&d=35.65737975&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD84035,9.723794,145.85691,42.69156,0,0,0,8000.0,0,8.16,K5,1,0.05,,1800,,,,,14.55,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=145.85691&d=42.69156&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD84117,9.7040047,145.5600705,-23.91557,0,0,0,8000.0,0,4.94,G0,1,0.05,,1800,,,8.55,21.87,0.75,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=145.5600705&d=-23.91557&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD84737,9.8098253,147.1473795,46.02101,0,0,0,8000.0,0,5.1,G0,1,0.05,,1800,,,11.9,36.6,0.87,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=147.1473795&d=46.02101&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,JTW: also an APF target
HD85472,9.899432,148.49148,57.6837035,36.85,-93.52,13.72,72.9,-9.95,7.45,G8IV,1,0.05,,1800,,1200,29.87,430.24,7.57,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=148.49148&d=57.6837035&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD86728,10.0168493,150.2527395,31.92367,0,0,0,8000.0,0,5.4,G3,1,0.05,,1800,,,7.21,21.9,1.15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=150.2527395&d=31.92367&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD87883,10.1453167,152.1797505,34.24226,0,0,0,8000.0,0,7.55,K0,1,0.05,,1800,,,4.39,8.23,8.3,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=152.1797505&d=34.24226&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD89269,10.31443,154.71645,44.04832,0,0,0,8000.0,0,6.65,G5,1,0.05,,1800,,,4.49,13.12,3.62,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=154.71645&d=44.04832&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD90156,10.3986873,155.9803095,-29.64553,0,0,0,8000.0,0,6.92,G5,1,0.05,,1800,,,3.79,6.56,4.64,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=155.9803095&d=-29.64553&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD92719,10.7037007,160.5555105,-13.78771,0,0,0,8000.0,0,6.767,G2,1,0.05,,1800,,,5.12,10.86,4.03,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=160.5555105&d=-13.78771&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD93148,10.793986,161.90979,71.655877,-56.184,-34.808,10.332,96.8,-6.14,8.33,F5,1.25,0.0625,,1800,3,,,,15,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=161.90979&d=71.655877&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,KELT-24
HD9407,1.5759072,23.638608,68.948133,-377.76,113.87,48.41,20.7,-33.213,6.53,G6,1,0.05,,1800,,,5.4,9.77,3.24,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=23.638608&d=68.948133&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Requested by Wright, but too faint for commissioning"
HD95128,10.991104,164.86656,40.43026,0,0,0,8000.0,0,5.04,G1,1,0.05,,1800,,,7.79,14.09,0.82,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=164.86656&d=40.43026&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"47 UMa, known planets, JTW: there is an interior habitable zone"
HD97101,11.18477,167.77155,30.44602,0,0,0,8000.0,0,8.31,K8,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=167.77155&d=30.44602&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD97343,11.2003307,168.0049605,-26.13667,0,0,0,8000.0,0,7.037,G8,1,0.05,,1800,,,3.87,13.69,5.17,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=168.0049605&d=-26.13667&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD97601,11.24260928,168.6391391,52.94690306,32.88,-29.95,8.9,112.4,-62,7.46,G5,1,0.05,,1800,3,1560,64.34,1240.89,7.64,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=168.639139125&d=52.9469030556&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD97658,11.2425453,168.6381795,25.71038,0,0,0,8000.0,0,7.714,K1,1,0.05,,1800,,,3.89,7.13,9.65,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=168.6381795&d=25.71038&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD98281,11.306114,169.59171,-5.0673,0,0,0,8000.0,0,7.232,G8,1,0.05,,1800,,,4.36,9.9,6.19,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=169.59171&d=-5.0673&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD99491,11.4459227,171.6888405,3.0131,0,0,0,8000.0,0,6.49,K0,1,0.05,,1800,,,5.81,16.88,3.13,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=171.6888405&d=3.0131&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD99492,11.446188,171.69282,3.00633,0,0,0,8000.0,0,7.53,K2,1,0.05,,1800,,,2.37,3.38,8.15,-24.370533,14.306506,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=171.69282&d=3.00633&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HIP18280,3.909852,58.64778,-6.82601,0,0,0,8000.0,0,9.015,K7,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=58.64778&d=-6.82601&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HIP19165,4.109678,61.64517,-20.85312,0,0,0,8000.0,0,9.675,K4,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=61.64517&d=-20.85312&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HIP41689,8.49898,127.4847,61.72576,0,0,0,8000.0,0,10.31,K7,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=127.4847&d=61.72576&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
TESS1181,19.81439167,297.21588,64.35433333,0,0,2.04,490.2,0,10.58,,1,0.05,,1800,1,,,,15,0,0,0,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=297.21587505&d=64.35433333&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"TESS TOI 1181, added to database 2019 Nov 6"
TIC349488688,16.91899233,253.784885,20.491524,0,0,0,8000,0,8.855,,100,5,,1800,3,,,,15,0,0,1,0,0,2458994.282,11.625,6.31,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=253.784885&d=20.491524&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
TOI140,22.020118,330.30178,-49.060026,32.489,-15.438,2.9387,340.28652,0,10.265,,0.45913784,0.022956892,,1800,3,60,,,15,0,0,1,1,0,2458327.399,2.28139,0.859711,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=330.30177&d=-49.060026&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.544,2.34,8.3778612,53.734368,19.537809,19.537809 m/s RV semi-amplitude
TOI173,2.2305902,33.458853,-80.582809,22.849,19.459,6.5491,152.69274,11.37,9.32,,1.3899132,0.06949566,,1800,3,60,,,15,0,0,1,1,0,2458333.409,29.75378,8.147,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=33.458853&d=-80.582809&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.6816706,57.084374,11.778923,11.778923 m/s RV semi-amplitude
TOI179,2.950801,44.262014,-56.192071,-36.676,50.599,25.9011,38.608399,-0.48,8.99,,0.60816001,0.0304080005,,1800,3,60,,,15,0,0,1,1,0,2458354.588,4.137394,1.829919,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=44.262015&d=-56.192071&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.829,0.792,2.9098134,8.9229851,4.0275491,4.0275491 m/s RV semi-amplitude
TOI193,23.91117,358.66755,-37.62802,0,0,0,8000,0,9.79,,0.86366077,0.0431830385,,1800,3,60,,,15,-0.348489,0.055452,1,1,0,2458354.215,0.792072,0.686972,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=358.66755&d=-37.62802&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,4.3414574,17.600959,12.164236,12.164236 m/s RV semi-amplitude
TOI201,5.8267855,87.401782,-54.910734,7.731,66.448,8.7566,114.19958,17.29,9.07,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458376.052,52.978306,4.812241,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=87.4017825&d=-54.910734&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.299,1.339,11.576411,13609.868,1906.6161,1906.6161 m/s RV semi-amplitude
TOI235,3.0798609,46.197914,-73.396554,109.173,45.997,7.6907,130.02718,0,9.864,,0.72317364,0.036158682,,1800,3,60,,,15,0,0,1,1,0,2458357.283,10.090287,1.725186,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=46.1979135&d=-73.396554&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.837,1.205,6.4124307,34.128768,11.37066,11.370660 m/s RV semi-amplitude
TOI251,23.537471,353.06207,-37.25589,44.639,1.902,10.0193,99.807372,-2.33,9.887,,0.2386738,0.01193369,,1800,3,60,,,15,0,0,1,1,0,2458357.306,4.937712,2.196239,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=353.062065&d=-37.25589&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.986,0.957,3.1612838,10.271359,3.8935372,3.8935372 m/s RV semi-amplitude
TOI268,4.394399,65.915985,-53.850952,0,0,0,8000,0,10,,0.5082533,0.025412665,,1800,3,60,,,15,0,0,1,1,0,2458385.127,5.066148,6.157278,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=65.915985&d=-53.850952&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.91,1.13,5.4182427,25.639107,10.165066,10.165066 m/s RV semi-amplitude
TOI369,23.415293,351.2294,-38.160779,42.408,-21.23,5.7948,172.56851,0,9.43,,2.9647714,0.14823857,,1800,3,60,,,15,0,0,1,1,0,2458354.345,5.46349,2.973,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=351.229395&d=-38.160779&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.24,1.72,11.20968,88.09579,27.708152,27.708152 m/s RV semi-amplitude
TOI386,6.942557,104.13835,-53.545493,-3.617,10.127,1.5664,638.40654,0,10.204,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458356.217,5.1121,1.745,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=104.138355&d=-53.545493&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.04,2.89,11.710301,10479.744,2393.9568,2393.9568 m/s RV semi-amplitude
TOI421,5.4568855,81.853282,-14.276947,-35.687,50.45,13.3407,74.958585,79.15,9.931,,0.35980712,0.017990356,,1800,3,60,,,15,0,0,1,1,0,2458440.131,16.068919,2.682681,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=81.8532825&d=-14.276947&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.907,0.865,5.132083,23.382707,6.3234968,6.3234968 m/s RV semi-amplitude
TOI431,5.5512833,83.26925,-26.724519,16.804,150.766,30.6754,32.599412,48.78,9.12,,0.63484771,0.0317423855,,1800,3,60,,,15,0,0,1,1,0,2458440.631,12.45941,3.353,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=83.2692495&d=-26.724519&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.779,0.747,3.8130574,14.120334,4.6003453,4.6003453 m/s RV semi-amplitude
TOI433,5.2518931,78.778396,-15.100456,-2.243,-1.801,1.7995,555.70992,0,9.324,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458438.299,1.17409,1.701,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=78.7783965&d=-15.100456&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.42,3.76,24.879545,65664.956,20958.392,20958.392 m/s RV semi-amplitude
TOI445,5.1549051,77.323576,-36.590988,21.66,-15.71,5.6333,177.51584,15.6,9.583,,2.5992439,0.129962195,,1800,3,60,,,15,0,0,1,1,0,2458438.417,0.76502,1.028,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=77.3235765&d=-36.590988&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.229,1.618,7.6955803,46.517625,28.345086,28.345086 m/s RV semi-amplitude
TOI463,3.2638155,48.957233,-32.802464,59.356,10.852,5.2957,188.83245,43.97,9.575,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458411.535,1.266876,1.976753,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=48.9572325&d=-32.802464&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.351,1.815,11.726579,10154.072,4837.7947,4837.7947 m/s RV semi-amplitude
TOI469,6.2038563,93.057845,-14.650035,-79.262,162.701,14.6357,68.326079,81.87,9.49,,0.36288128,0.018144064,,1800,3,60,,,15,0,0,1,1,0,2458474.567,13.632935,4.422229,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=93.0578445&d=-14.650035&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.981,0.969,3.6731338,13.251914,3.5928831,3.5928831 m/s RV semi-amplitude
TOI476,6.638761,99.581416,-47.613869,-0.399,-1.49,4.0547,246.62737,0,9.167,,3.4510704,0.17255352,,1800,3,60,,,15,0,0,1,1,0,2458469.874,3.062959,3.926219,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=99.581415&d=-47.613869&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.834726,58.803492,25.889497,25.889497 m/s RV semi-amplitude
TOI481,7.3675124,110.51269,-57.384861,25.676,-25.387,5.5465,180.29388,38.19,9.972,,0.66332719,0.0331663595,,1800,3,60,,,15,0,0,1,1,0,2458470.317,10.331108,5.68858,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=110.512686&d=-57.384861&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,7.3263313,42.79189,12.563018,12.563018 m/s RV semi-amplitude
