PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
3721,BD-09 2816,6.53,A5pSrCrEu,9.380805556,-9.838888889,-27,-21,0,0,0,0
5228,CD-46 8949,2.55,B2.5IV,13.92566667,-47.28833333,-57,-42,0,0,0,0
7601,CD-2714399,4.52,K2.5IIb,19.94911111,-27.17,8,-13,0,0,0,0
814,CD-33  943,6.22,A1V,2.739027778,-32.525,20,-31,0,0,0,0
4478,BD+65  843,6.46,A5IV,11.647,64.34694444,16,6,0,0,0,0
2135,CD-51 1713,5.67,Am,6.013666667,-51.21638889,-21,94,0,0,0,0
9070,CD-3019765,5.62,K5III,23.99108333,-29.485,-1,-1,0,0,0,0
2823,BD-22 1855,6.19,B8,7.404777778,-22.91277778,-16,0,0,0,0,0
6138,CD-2412695,4.79,B2V,16.50344444,-25.115,-8,-22,0,0,0,0
2079,CD-39 2260,5.57,M0III,5.914583333,-39.95805556,-14,16,0,0,0,0
4782,BD+42 2321,4.26,G0V,12.56236111,41.3575,-705,292,0,0,0,0
1330,BD+50  973,5.55,B1.5IV,4.336527778,50.92083333,0,-6,0,0,0,0
5015,BD+69  694,6.2,B9.5V,13.27461111,68.40805556,-13,16,0,0,0,0
5340,BD+19 2779,5.98,A8III,14.26783333,18.91194444,43,-28,0,0,0,0
1880,BD+10  818,5.6,B9IIIpHg:Mn:,5.587055556,10.24,22,-8,0,0,0,0
2600,BD-22 1616,6.61,B1-2III:,6.954111111,-22.20333333,-6,-15,0,0,0,0
531,BD+10  252,5.94,F2V w,1.847777778,11.04333333,-70,-27,0,0,0,0
3190,BD+39 2065,6.58,G0,8.189333333,38.73138889,-111,-75,0,0,0,0
2365,CD-40 2482,6.32,F2-3V,6.478416667,-41.07444444,30,28,0,0,0,0
5347,BD+52 1784,4.75,A9V,14.26941667,51.36722222,-150,92,0,0,0,0
281,BD+05  131,6.11,M2III,0.997138889,6.483055556,23,-8,0,0,0,0
2982,BD+24 1759,3.57,G8IIIa,7.740777778,24.39805556,-33,-52,0,0,0,0
3906,BD-07 2909,5.05,A1V,9.875111111,-8.105,-55,-40,0,0,0,0
6561,BD+28 2787,6.38,K5,17.60219444,28.18472222,-31,17,0,0,0,0
4517,CP-66 1640,3.64,A7III,11.76011111,-66.72861111,-103,37,0,0,0,0
282,BD+85   19,4.25,K2II-III,1.14575,86.25694444,76,-12,0,0,0,0
3809,CD-38 5676,6.43,F0IV,9.552166667,-39.12888889,-29,49,0,0,0,0
707,BD-15  426,5.83,A6VpSrCr,2.433416667,-15.34111111,-58,-47,0,0,0,0
7741,BD+27 3666,4.52,K3-IIIFe-1,20.26280556,27.81416667,-36,8,0,0,0,0
5475,BD+14 2770,4.43,A2III,14.68580556,13.72833333,53,-16,0,0,0,0
4831,CP-55 5197,6,B7-8V,12.71919444,-56.17611111,-41,-10,0,0,0,0
7315,BD-15 5310,6.06,K3III,19.31669444,-15.53638889,-91,-267,0,0,0,0
6926,CD-2513170,6.59,B2IVpe,18.48944444,-25.25638889,4,-1,0,0,0,0
3316,BD+13 1912,5.5,M3III,8.445527778,12.65444444,-20,-104,0,0,0,0
8320,CD-4713928,5.58,G0V,21.80438889,-47.30361111,167,-298,0,0,0,0
485,BD+60  312,6.34,B7II,1.716222222,61.42166667,4,11,0,0,0,0
1411,BD+01  755,6.15,G9III,4.467666667,1.858611111,27,4,0,0,0,0
7287,CD-4513072,5.4,K3III,19.27269444,-45.46638889,-3,2,0,0,0,0
1619,BD+58  804,5.08,B2.5Ve,5.102361111,58.9725,-5,-8,0,0,0,0
3576,BD+42 1956,3.97,F5V,9.010666667,41.78277778,-440,-246,0,0,0,0
416,BD+02  211,6.58,B9V+A8V,1.448194444,3.535277778,4,-35,0,0,0,0
853,BD+15  400,6.31,F5III,2.886583333,16.48333333,55,-62,0,0,0,0
4527,CP-66 1649,4.72,K4III,11.80397222,-66.81472222,13,-15,0,0,0,0
1567,BD+09  683,4.65,A0Vp,4.914944444,10.15083333,46,-132,0,0,0,0
6261,BD+42 2753,6.29,gK3,16.84336111,41.89666667,-74,70,0,0,0,0
2720,BD-11 1849,5.78,K0,7.218666667,-11.25138889,-3,8,0,0,0,0
1193,BD+71  222,6.34,A5m,3.941722222,71.82166667,-57,-8,0,0,0,0
2486,BD+12 1275,6.46,A9III,6.765055556,12.69361111,1,2,0,0,0,0
4195,CP-58 2581,5.38,B2.5Iae,10.71127778,-59.21583333,-9,0,0,0,0,0
1168,CD-29 1413,5.9,A3V,3.774277778,-29.33805556,4,12,0,0,0,0
5910,BD+16 2840,6.09,F5II-III,15.89302778,16.075,27,-20,0,0,0,0
2527,BD-00 1462,5.77,F2V,6.847194444,-0.540833333,30,-185,0,0,0,0
8585,BD+39 4871,5.88,A6V,22.54066667,39.77972222,4,-11,0,0,0,0
8713,BD+00 4939,6.11,A7III,22.91652778,1.064722222,23,1,0,0,0,0
5047,BD-04 3472,5.75,F3-4V s,13.40922222,-5.163888889,159,-30,0,0,0,0
3817,BD+31 2011,5.56,M2IIIa,9.611916667,31.16166667,3,-39,0,0,0,0
8137,CP-5310037,4.39,A5V,21.33111111,-53.44972222,105,-72,0,0,0,0
7682,BD+67 1222,4.51,K3III,20.04697222,67.87361111,16,46,0,0,0,0
5030,BD-18 3587,6.21,A2V,13.35830556,-19.48888889,-66,8,0,0,0,0
4994,BD+40 2633,4.92,G8IIIaCN0.5,13.22861111,40.15277778,-48,15,0,0,0,0
4081,BD+83  297,5.26,F2V,10.51794444,82.55861111,-83,31,0,0,0,0
6606,BD+02 3390,6.17,A1IV-V,17.74277778,2.579444444,4,14,0,0,0,0
7792,BD+40 4136,6.39,G5III+A,20.3675,41.13138889,-4,-31,0,0,0,0
3407,BD+06 2001,4.16,A1Vnn,8.627611111,5.703611111,-66,-7,0,0,0,0
387,BD+44  287,4.88,K0-IIIb,1.372333333,45.52888889,32,9,0,0,0,0
2162,BD+65  517,5.32,K1.5IIIbCN-0.5,6.214194444,65.71833333,6,-33,0,0,0,0
758,BD+32  473,6.25,F8V,2.618444444,32.89194444,65,63,0,0,0,0
6227,BD+43 2642,6.05,K4III,16.75325,43.21722222,-15,-45,0,0,0,0
5181,BD+78  466,5.91,gG7,13.71091667,78.06444444,-62,49,0,0,0,0
3249,BD+09 1921,6.29,G8III,8.292138889,8.866111111,-12,-13,0,0,0,0
8373,BD-06 5878,6.33,F5IV,21.97036111,-5.424722222,40,-101,0,0,0,0
7738,BD+23 3944,5.15,G3Ib-II,20.25838889,23.50861111,0,-15,0,0,0,0
3827,CD-24 8272,5.7,gK1,9.616722222,-25.29666667,-62,43,0,0,0,0
7513,BD-20 5698,4.86,K1III,19.77269444,-19.76111111,-129,-89,0,0,0,0
2031,BD+27  899,4.58,A0V,5.888777778,27.61222222,3,-12,0,0,0,0
6027,CP-63 3854,3.85,G2Ib-IIa,16.25730556,-63.68555556,2,-11,0,0,0,0
827,BD+24  396,5.86,A0V,2.81275,25.18805556,59,-4,0,0,0,0
154,BD+23   84,6.47,K2III,0.618666667,24.01416667,-14,-44,0,0,0,0
8114,CD-4114440,6.21,K2III,21.25408333,-40.50638889,139,-9,0,0,0,0
4638,BD+57 1359,6.43,gK5,12.19580556,57.05444444,7,-13,0,0,0,0
2812,CD-51 2445,5.39,B9II-III,7.344083333,-52.08611111,-19,-7,0,0,0,0
4895,CP-56 5487,4.03,B2IV-V,12.90988889,-57.17777778,-33,-6,0,0,0,0
8790,CD-5113471,5.83,F6-7IV-V,23.12075,-50.68638889,-44,-20,0,0,0,0
343,BD-09  227,6.4,K0III,1.17,-8.906111111,-13,-36,0,0,0,0
6555,CD-4212327,6.1,B8V,17.63569444,-42.88055556,2,-41,0,0,0,0
490,BD+19  279,5.24,K1V,1.708277778,20.26861111,-296,-672,0,0,0,0
6403,BD+14 3207,3.48,M5Ib-II,17.24413889,14.39027778,-6,36,0,0,0,0
7387,BD+12 3907,5.74,F6III,19.44002778,13.02388889,10,62,0,0,0,0
3796,BD+52 1402,4.5,A2V,9.580416667,52.05138889,-65,-35,0,0,0,0
8283,CP-71 2632,6.01,B8IV,21.758,-71.00888889,9,-19,0,0,0,0
4695,BD+27 2115,7.13,F3V+F3V,12.34480556,27.05472222,-1,-114,0,0,0,0
8533,BD+37 4560,6.22,F5IV:,22.39838889,38.57361111,255,119,0,0,0,0
3024,BD-15 2052,6.43,M2II-III,7.795888889,-16.01444444,0,-1,0,0,0,0
6063,BD-20 4454,6.61,B9V,16.283,-21.30388889,-15,-16,0,0,0,0
4742,BD+56 1598,5.7,M2IIIb,12.45975,55.71277778,-21,-12,0,0,0,0
1218,BD+22  607,6.06,B9.5IV,3.951055556,23.17555556,9,-18,0,0,0,0
6878,BD-12 5024,5.73,B8IV-Ve,18.38672222,-12.01472222,-7,-14,0,0,0,0
7080,BD+70 1023,6.44,K2,18.7195,70.79277778,-2,-4,0,0,0,0
4753,BD+21 2424,5.69,A3V,12.49533333,20.89611111,24,-32,0,0,0,0
1351,BD+18  624,6.12,F3:V,4.340305556,18.7425,108,-43,0,0,0,0
7829,CD-2917122,6.39,A5V,20.51577778,-29.1125,15,3,0,0,0,0
2762,BD-06 2032,6.29,K2,7.292138889,-6.68,-14,11,0,0,0,0
249,CP-70   37,6.22,F7IV-V,0.873416667,-69.50444444,-7,-86,0,0,0,0
1902,BD+16  822,5.54,F0V,5.617722222,17.04027778,45,-31,0,0,0,0
3941,CP-70  953,6.35,B9Ib,9.936027778,-71.38944444,-20,-2,0,0,0,0
3215,CP-55 1467,5.66,A3m,8.159333333,-56.08555556,-7,34,0,0,0,0
7064,BD-05 4760,5.2,K0Ibp,18.79138889,-5.705,-41,-28,0,0,0,0
4093,BD+42 2123,6.02,A2V,10.45777778,41.60083333,-55,-76,0,0,0,0
2903,BD-21 2007,4.45,F6IV,7.567555556,-22.29611111,-40,46,0,0,0,0
9092,BD-20 6703,6.25,F6V,0.049333333,-20.04611111,110,71,0,0,0,0
7261,BD+21 3672,6.23,F3V,19.13433333,21.69888889,51,74,0,0,0,0
3289,BD+35 1819,6.06,K0,8.418027778,35.01138889,-12,-12,0,0,0,0
1629,BD+27  723,6.6,F0III,5.077194444,27.69611111,19,-31,0,0,0,0
2997,CP-77  321,6.18,M0III,7.601166667,-77.63416667,6,9,0,0,0,0
1986,BD+14 1025,5.72,A3Vn,5.787,14.48833333,10,-39,0,0,0,0
4535,CP-69 1595,4.97,G6Ib,11.83238889,-70.22583333,-9,1,0,0,0,0
4200,BD+31 2180,5.24,A1Vn,10.76441667,30.68222222,-23,-37,0,0,0,0
6485,CP-55 8144,5.94,G8II-III,17.47741667,-55.16972222,-17,-12,0,0,0,0
4966,BD+18 2697,5.22,F5V,13.16647222,17.52944444,-430,136,0,0,0,0
5399,BD+39 2764,6.27,gK2,14.42477778,38.39305556,7,-13,0,0,0,0
5133,CD-39 8392,5.6,K2/3III,13.6635,-40.05194444,-44,-61,0,0,0,0
2288,BD+56 1125,5.64,A3Vm,6.4405,56.285,-26,22,0,0,0,0
4646,CP-77  804,6.35,K2-3IIICNII,12.23213889,-78.57361111,-33,-3,0,0,0,0
8580,BD-11 5855,6.38,A8III,22.52813889,-10.90555556,75,-45,0,0,0,0
6097,CD-4510633,6.33,A2-3V,16.41505556,-45.34916667,24,-1,0,0,0,0
638,BD+65  239,6.07,G0II-III+B9V,2.241416667,66.52444444,-6,-6,0,0,0,0
2592,BD-22 1602,5.3,B3II-III,6.929666667,-22.94138889,-17,3,0,0,0,0
8765,BD+43 4378,6.39,B2V,23.04588889,44.05888889,1,-2,0,0,0,0
2550,CD-50 2415,2.93,K1III,6.832277778,-50.61472222,36,-70,0,0,0,0
3067,CP-59  908,5.78,F1V,7.82025,-60.28361111,-55,151,0,0,0,0
3324,CD-38 4462,6.53,B9V,8.438222222,-39.05944444,-17,-8,0,0,0,0
7323,BD+09 4057,6.32,G9III,19.31463889,9.618055556,3,-39,0,0,0,0
2352,BD+02 1253,6.16,gM1,6.487472222,2.646111111,9,-40,0,0,0,0
8375,BD-21 6131,6.12,M4III,21.97883333,-21.18277778,23,-2,0,0,0,0
2713,BD-20 1767,5.84,A0V,7.194888889,-20.88305556,-3,22,0,0,0,0
6741,BD+19 3508,6.5,A0V,18.05408333,19.61305556,24,-8,0,0,0,0
1941,BD-17 1199,6.38,B7V,5.654527778,-17.84944444,1,3,0,0,0,0
1741,CP-67  401,4.83,K2.5IIIa,5.229277778,-67.18527778,19,36,0,0,0,0
7657,BD+49 3158,5.05,K1II-III,20.02266667,50.10472222,19,4,0,0,0,0
2677,CD-30 3907,6.34,B3V,7.100166667,-30.65555556,0,9,0,0,0,0
7480,BD+20 4218,6.5,B0.5Iae,19.67452778,20.47666667,-2,-22,0,0,0,0
535,BD+50  381,6.26,A3V,1.880777778,51.47472222,-11,-9,0,0,0,0
4371,BD+32 2132,4.87,G0V,11.30302778,31.52916667,-432,-586,0,0,0,0
214,BD+20  105,6.54,F8V,0.798555556,20.92527778,157,6,0,0,0,0
5459,BD+18 2906,5.91,gK2,14.63722222,18.29833333,-29,-68,0,0,0,0
5283,CD-42 9027,6.2,G8III,14.10302778,-43.09194444,-6,-37,0,0,0,0
1689,BD+53  872,6.2,A0V,5.245638889,53.21388889,0,1,0,0,0,0
2590,BD-13 1741,5,G5III+A2,6.935166667,-14.04361111,-1,5,0,0,0,0
2426,BD-19 1502,3.95,K1III,6.611388889,-19.25583333,59,-62,0,0,0,0
702,CP-69  113,4.09,A3V,2.362472222,-68.65944444,-50,2,0,0,0,0
2357,CP-63  572,6.27,B6V,6.415444444,-63.82777778,-14,26,0,0,0,0
440,CD-46  420,6.17,A2V,1.527527778,-45.57555556,0,6,0,0,0,0
3030,BD+04 1826,6.53,G2III,7.816361111,4.332777778,-36,-31,0,0,0,0
3303,BD+08 2053,5.13,G7II-IIIFe-1,8.431888889,7.564444444,-34,-12,0,0,0,0
6002,BD+22 2926,6.14,K4III,16.12283333,21.8225,-13,-41,0,0,0,0
2358,CD-32 3066,4.48,B4V,6.469472222,-32.58,-18,24,0,0,0,0
9104,BD+33 4828,6.12,G2V,0.081611111,34.65972222,772,89,0,0,0,0
4926,BD+17 2573,5.96,K0III,13.01933333,17.12305556,-5,-25,0,0,0,0
4002,BD-18 2870,6.44,F6V,10.2105,-19.15361111,-236,-116,0,0,0,0
6262,CD-4111041,6.59,WC7+O5-8,16.90544444,-41.82,-11,-11,0,0,0,0
4205,BD+19 2371,5.49,gK3,10.77347222,18.89138889,97,-38,0,0,0,0
361,BD+15  177,5.98,B8III,1.235444444,16.13361111,-27,-26,0,0,0,0
8686,CP-63 4826,6.12,K0III,22.86941667,-63.18861111,16,-40,0,0,0,0
8148,CD-4114475,4.82,ApCrEuSr,21.346,-40.80972222,69,-5,0,0,0,0
7160,BD+32 3267,5.22,F9V,18.95044444,32.90138889,172,-157,0,0,0,0
6693,BD+11 3299,6.36,A1V,17.95747222,11.04416667,-17,-24,0,0,0,0
5315,CD-41 8589,5.61,G8III,14.24516667,-41.8375,-133,-21,0,0,0,0
1353,BD+14  682,5.26,F0V,4.343416667,15.09527778,108,-24,0,0,0,0
1508,BD+56  973,5.3,A3m,4.800083333,56.75722222,50,-148,0,0,0,0
5117,CD-25 9900,5.78,A7III,13.61344444,-26.495,-91,21,0,0,0,0
995,CD-48  900,5.85,K2III,3.290722222,-47.75166667,-5,21,0,0,0,0
560,BD+17  289,5.1,K1p,1.955861111,17.8175,37,-18,0,0,0,0
1747,BD+27  758,6.33,B9IV,5.349805556,27.95722222,-13,-16,0,0,0,0
307,BD+20  156,5.34,A1Vn,1.094694444,21.47333333,50,-16,0,0,0,0
8996,CD-2616762,6.17,F4V,23.74136111,-26.24638889,-70,-15,0,0,0,0
673,BD+22  329,6.46,A1V+F3III,2.316111111,23.16777778,0,-5,0,0,0,0
5097,BD-09 3711,5.21,K0III,13.54947222,-10.165,-29,-36,0,0,0,0
3960,BD-17 3047,5.86,A0V,10.06747222,-18.10166667,-10,-2,0,0,0,0
8877,BD+22 4810,4.6,A5Vp,23.34394444,23.74027778,33,-8,0,0,0,0
4578,BD+33 2176,5.96,K1III,11.98822222,33.1675,4,3,0,0,0,0
163,BD+30   91,3.27,K3III,0.655472222,30.86083333,136,-91,0,0,0,0
7824,BD+56 2421,6.36,B9V,20.43986111,56.63888889,14,10,0,0,0,0
6859,CD-3812729,5.1,K4-5III,18.37183333,-38.65694444,-33,-28,0,0,0,0
2988,BD+20 1893,6.33,A1V,7.752583333,20.31638889,-14,8,0,0,0,0
8862,BD-10 6094,4.98,A0V,23.31602778,-9.610833333,47,-2,0,0,0,0
6142,CD-2611379,6.1,K1III,16.523,-26.53777778,-29,-34,0,0,0,0
632,BD+30  347,6.23,A1m,2.190277778,31.52638889,35,-13,0,0,0,0
4071,CP-55 3286,4.5,B3IIIe,10.34855556,-56.04305556,-16,3,0,0,0,0
3635,BD-17 2765,5.73,A2Vn,9.151194444,-18.32861111,-52,9,0,0,0,0
2594,BD+12 1361,6.27,F2Ib-II,6.957138889,11.9075,19,0,0,0,0,0
3567,CP-54 1925,5.71,F6V,8.919972222,-54.96555556,37,-82,0,0,0,0
3146,BD+28 1532,4.94,K1.5III,8.058638889,27.79416667,-26,-42,0,0,0,0
2913,CD-26 4574,5.77,K1III,7.576361111,-27.01194444,-39,79,0,0,0,0
4436,BD+61 1246,5.48,F8V,11.53911111,61.0825,2,-69,0,0,0,0
7134,CD-3913012,6.31,A3,18.95963889,-39.82333333,37,29,0,0,0,0
5018,BD+04 2721,6.62,A1IV,13.31419444,3.687777778,-50,-11,0,0,0,0
737,BD-15  449,4.75,F4IV,2.534777778,-15.24472222,-70,-120,0,0,0,0
2756,CD-41 2906,5.94,B4III-IV,7.249194444,-41.42583333,9,22,0,0,0,0
6239,BD+42 2749,5.87,M4+III-IIIa,16.78883333,42.23888889,3,-26,0,0,0,0
3559,CD-44 4951,6.26,B3IV,8.922027778,-45.04166667,2,8,0,0,0,0
5144,CD-32 9549,6.05,K0e-M4IIe,13.69602778,-33.59694444,-14,26,0,0,0,0
4854,CD-2410540,6.44,B8III,12.79825,-24.85166667,-41,40,0,0,0,0
8418,BD+46 3574,6.13,M4IIIab,22.08788889,46.74472222,-42,-20,0,0,0,0
6020,BD+45 2376,4.26,B9p:Mn:,16.14616667,44.935,-25,38,0,0,0,0
7998,BD+43 3755,4.78,B5V,20.88744444,44.38722222,10,1,0,0,0,0
6288,BD-22 4249,5.58,A0V,16.94666667,-23.15,-4,1,0,0,0,0
4883,BD+16 2430,6.3,A7V,12.87433333,16.1225,-43,-19,0,0,0,0
4352,CP-63 1860,5.23,B8V,11.21255556,-64.16972222,-50,7,0,0,0,0
7270,BD+34 3439,6.74,G1V,19.15122222,34.60055556,53,195,0,0,0,0
2294,BD+29 1213,6.71,B8IIIn,6.414611111,29.70722222,-32,-9,0,0,0,0
5180,BD+07 2690,6.33,G0-1IV-V,13.78252778,6.350555556,-510,-108,0,0,0,0
4832,CP-58 4453,6.4,K0-1III,12.7245,-58.90305556,-85,-11,0,0,0,0
3586,BD+28 1674,6.07,A8Vn,9.03025,27.90277778,-56,-76,0,0,0,0
1603,CP-72  332,6.28,F6V,4.884861111,-72.4075,-52,276,0,0,0,0
4012,CD-39 6222,5.9,K1III,10.22941667,-40.34583333,-78,17,0,0,0,0
7651,BD+63 1584,5.96,A3V,19.97463889,63.53416667,-5,-26,0,0,0,0
2826,CD-35 3569,6.31,B7III,7.399527778,-35.83777778,-18,18,0,0,0,0
3039,BD-12 2164,6.23,B8III,7.824611111,-13.35333333,-35,-18,0,0,0,0
4308,CD-47 6466,5.67,A8III-IV,11.07533333,-47.67916667,-110,27,0,0,0,0
4595,BD-06 3499,6.22,K5,12.04766667,-7.683611111,-36,20,0,0,0,0
4060,CP-54 3474,4.57,K3II,10.32688889,-55.02944444,-14,3,0,0,0,0
5318,BD+78  478,4.82,K3III,14.14747222,77.5475,-32,34,0,0,0,0
2199,BD-04 1393,6.18,B9pHgMn,6.195472222,-4.665555556,-11,-9,0,0,0,0
5586,BD+66  878,4.6,M4.5III,14.95972222,65.9325,-79,32,0,0,0,0
6884,BD+16 3478,6.22,K0,18.38413889,16.68805556,-19,-16,0,0,0,0
300,BD+28  174,6.19,F7IV-V,1.074333333,29.65861111,84,-116,0,0,0,0
6400,CD-3013968,6.21,B9.5V,17.26430556,-30.21055556,-1,-37,0,0,0,0
8387,BD-00 4296,5.58,gK4,22.01805556,0.605,10,-13,0,0,0,0
7190,BD+31 3424,4.93,K2.5IIIBa0.5,19.00025,32.14555556,13,13,0,0,0,0
2696,BD-16 1802,6.03,B1II,7.159222222,-16.23472222,-22,-9,0,0,0,0
6866,BD-02 4599,3.26,K0III-IV,18.35516667,-2.898888889,-547,-700,0,0,0,0
3089,CD-34 4091,6.15,K4III,7.911083333,-34.84694444,-12,-20,0,0,0,0
5395,CD-41 8757,6.32,K2III,14.43705556,-42.31916667,-123,-71,0,0,0,0
6175,CD-3610879,5.91,B9-A0V+B,16.65144444,-37.2175,-12,-47,0,0,0,0
4754,BD-15 3482,2.95,B9.5V,12.49775,-16.51555556,-210,-138,0,0,0,0
4260,CD-41 6220,6.11,A0pSiCr,10.91694444,-42.25111111,-37,-1,0,0,0,0
6444,CP-60 6800,5.77,B8Ib-II,17.40519444,-60.67361111,-8,-2,0,0,0,0
2617,BD+32 1460,6.59,A9IV,7.021444444,32.41444444,11,-20,0,0,0,0
4513,CD-48 6777,6.26,K1III,11.7535,-49.06972222,-31,14,0,0,0,0
680,CD-26  828,6.34,G5V,2.31625,-25.94555556,-214,448,0,0,0,0
2561,BD+13 1462,4.65,F0Vp,6.91075,13.17777778,78,-83,0,0,0,0
6669,CD-2413615,6.2,O7.5II((f)),17.915,-24.88722222,-5,-1,0,0,0,0
304,BD+04  172,6,gK5,1.081277778,5.656388889,28,-14,0,0,0,0
2190,BD+19 1253,5.75,B9.5V,6.200361111,19.79055556,-1,-12,0,0,0,0
4320,CP-58 3112,6.02,K2II-III,11.10813889,-58.67527778,-15,0,0,0,0,0
7573,BD+52 2547,5.03,K3IIICN1,19.84380556,52.98805556,-8,-68,0,0,0,0
8546,BD+36 4835,6.46,B2V,22.44602778,37.44388889,13,-3,0,0,0,0
167,CP-73   42,6.85,A1m,0.644666667,-73.13722222,-17,20,0,0,0,0
2217,BD+19 1270,5.2,F6V,6.247472222,19.15638889,-98,-188,0,0,0,0
7122,BD+75  682,5.35,A1Vn,18.77283333,75.43388889,-15,73,0,0,0,0
571,CD-47  597,4.83,G8III,1.952777778,-47.385,103,16,0,0,0,0
5808,BD+54 1756,5.97,gK4,15.58786111,53.92194444,-11,-4,0,0,0,0
7342,BD-18 5325,5.87,gG9,19.36413889,-18.30833333,102,-92,0,0,0,0
5739,CD-4610100,5.24,K4III,15.49008333,-46.73277778,-10,-6,0,0,0,0
8499,CP-60 7561,2.86,K3III,22.30836111,-60.25972222,-72,-43,0,0,0,0
2284,BD+12 1123,6,F0III,6.376805556,12.57,-33,-37,0,0,0,0
896,BD-03  475,5.56,B9.5V,2.994777778,-2.465,-2,-22,0,0,0,0
7933,CD-2515018,4.14,F4V,20.76825,-25.27083333,-50,-157,0,0,0,0
4011,BD+32 2005,6.46,G8III,10.25175,31.46805556,-37,-1,0,0,0,0
2620,BD-21 1689,6.26,B2-3IV-V:,6.99425,-21.60333333,-2,-10,0,0,0,0
1496,BD+23  733,6.13,F7IV-V,4.7205,24.08888889,17,-22,0,0,0,0
8912,BD+24 4778,5.98,A0pHgMn,23.46122222,25.16722222,26,-41,0,0,0,0
3070,BD-14 2250,5.69,F1Ia,7.871916667,-14.84638889,-11,-2,0,0,0,0
3348,BD+53 1259,6.24,K0IV,8.542638889,53.11472222,13,-77,0,0,0,0
1714,BD-01  837,6.15,F0IV,5.255111111,-1.409166667,-43,37,0,0,0,0
2733,CP-70  600,3.78,K0III,7.145805556,-70.49888889,23,106,0,0,0,0
5336,CP-83  557,4.32,K2III,14.44858333,-83.66777778,-105,-7,0,0,0,0
785,BD+39  610,4.91,F9V,2.704138889,40.19388889,-19,-186,0,0,0,0
1327,BD+49 1155,5.45,A7V,4.320361111,50.04888889,61,-52,0,0,0,0
3970,BD+06 2259,6.21,K1III,10.11316667,5.611388889,-34,-13,0,0,0,0
4956,BD-08 3495,6.32,K0,13.154,-9.538333333,-33,-9,0,0,0,0
5374,CD-50 8501,6.02,K2III,14.38897222,-50.77222222,-5,-4,0,0,0,0
189,BD+74   27,5.66,A2IV,0.760833333,74.98805556,-18,-26,0,0,0,0
6473,BD+08 3405,5.77,gK1,17.39933333,8.852777778,9,-2,0,0,0,0
3529,BD+31 1907,5.39,G7III,8.904083333,30.57944444,38,-19,0,0,0,0
6754,BD-00 3414,6.34,G8IIp,18.10205556,-0.446666667,-20,-29,0,0,0,0
6358,BD-01 3292,6.38,A9V,17.11469444,-1.656388889,33,-36,0,0,0,0
6906,CD-2613184,6.31,A8V+F2V,18.46216667,-26.63472222,3,-25,0,0,0,0
7472,BD+05 4225,5.17,B3V+B3V,19.65322222,5.397777778,1,-1,0,0,0,0
3000,BD+18 1733,4.88,K4III-IIIb,7.768722222,18.51,-76,-58,0,0,0,0
2648,BD+12 1406,5.98,K5,7.064333333,12.59444444,2,1,0,0,0,0
6694,BD+24 3283,6.3,G2V,17.95397222,23.99583333,-24,76,0,0,0,0
217,BD-22  134,5.57,B9V,0.800305556,-21.7225,28,-11,0,0,0,0
8156,CP-72 2598,6.09,K2III,21.42169444,-71.79944444,18,-7,0,0,0,0
7876,BD+74  872,5.2,A0pSrCrEu,20.52511111,74.95472222,5,-15,0,0,0,0
2098,BD+47 1227,5.73,B9.5pSiFe,6.016277778,47.90194444,6,-18,0,0,0,0
8604,BD+55 2779,6.38,A3V,22.59772222,56.07,-3,-19,0,0,0,0
3879,BD+12 2096,6.02,M8IIIe,9.792638889,11.42888889,2,-42,0,0,0,0
8897,BD-19 6450,6.19,G8III,23.40216667,-18.6875,149,71,0,0,0,0
7752,BD+49 3236,6.31,A2Vn,20.26205556,50.23277778,24,10,0,0,0,0
7269,CD-5012377,6.13,G8III,19.21280556,-50.48638889,40,-44,0,0,0,0
6049,BD+27 2603,6.5,F3V,16.21258333,26.67083333,49,-25,0,0,0,0
7988,CD-3117917,6.35,K1III,20.89027778,-30.71861111,36,-8,0,0,0,0
8479,BD+27 4280,5.89,K2III,22.22738889,28.60833333,71,-1,0,0,0,0
5004,BD+19 2655,6.45,G8III,13.27063889,19.05166667,-102,2,0,0,0,0
2673,BD+05 1543,6.11,B9.5III,7.118444444,4.910277778,-33,-20,0,0,0,0
3983,BD-14 3036,6.27,A0V,10.14319444,-15.61166667,-27,14,0,0,0,0
1542,BD-14  970,6.26,F5V,4.828388889,-13.76972222,-122,-172,0,0,0,0
1025,BD+12  473,6.04,K0III-IV,3.402805556,12.62944444,28,-21,0,0,0,0
6979,CP-71 2353,4.01,K0III,18.71725,-71.42805556,-5,-156,0,0,0,0
5898,BD+36 2652,4.82,K1IVa,15.85386111,35.6575,-7,-347,0,0,0,0
2419,BD+06 1309,6.06,O8p,6.623361111,6.135277778,6,-1,0,0,0,0
7862,BD-17 6027,6.19,A7V,20.59227778,-16.52583333,83,-21,0,0,0,0
3247,CD-45 3914,5.83,B2IV-V,8.239972222,-45.83444444,-4,8,0,0,0,0
1935,BD+31 1048,6.04,B9.5III-IVp:,5.676638889,31.35805556,-7,-20,0,0,0,0
2803,BD-08 1872,6.43,O9V,7.367222222,-8.979166667,6,21,0,0,0,0
7688,CP-57 9622,6.37,B7V+A3V,20.18533333,-57.52388889,-2,-25,0,0,0,0
