PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
2268,BD-20 1355,5.81,B4IV,6.316388889,-20.92611111,-9,-9,0,0,0,0
3518,BD+28 1659,6.23,M3III,8.874611111,28.25916667,-17,-4,0,0,0,0
8799,BD+52 3371,6.11,K0III,23.11947222,52.81638889,13,6,0,0,0,0
5758,BD+37 2651,6.37,K0,15.50775,36.80416667,-59,23,0,0,0,0
37,BD-18   14,5.25,K5III,0.202777778,-17.93833333,56,-31,0,0,0,0
7817,BD+07 4477,6.25,G9III,20.46875,8.4375,43,17,0,0,0,0
4197,CP-59 2532,4.57,K4III,10.72558333,-60.56666667,-32,6,0,0,0,0
8827,CP-63 4862,6.12,G8V,23.23516667,-62.7,473,-424,0,0,0,0
602,BD+41  395,4.84,B8V+A0V,2.065194444,42.33083333,37,-55,0,0,0,0
2093,BD+44 1332,6.22,K2III+K0III,6.005277778,44.59194444,-26,-41,0,0,0,0
5818,CD-4710210,6.23,K5-M0III,15.68286111,-47.73555556,-27,-25,0,0,0,0
1420,BD+15  636,5.58,F0V,4.502388889,15.63805556,102,-24,0,0,0,0
5703,BD-01 3047,6.35,K0V,15.34641667,-2.413333333,-253,-177,0,0,0,0
3913,CD-26 7505,6.3,G1V,9.882777778,-27.33222222,-284,93,0,0,0,0
8551,BD+55 2750,6.57,B5III,22.44977778,56.43333333,19,0,0,0,0,0
3256,BD-12 2449,5.98,G7.5V,8.306638889,-12.63194444,267,-979,0,0,0,0
2908,CD-36 3715,5.54,B3Vne,7.564166667,-36.33833333,-12,1,0,0,0,0
8064,BD+02 4297,6.42,K0,21.07825,2.941944444,13,1,0,0,0,0
4582,BD+04 2556,5.37,A1V,11.99913889,3.655277778,-17,-6,0,0,0,0
6658,BD-06 4672,6.21,F8Ib-G3Ib,17.87744444,-6.143611111,8,-9,0,0,0,0
8783,CP-80 1064,6.12,A3-4V,23.13991667,-79.48083333,84,-38,0,0,0,0
7886,BD-15 5743,5.22,B6III,20.65455556,-14.95472222,7,-22,0,0,0,0
7264,BD+05 4040,5.22,F0III-IV,19.14997222,6.073333333,-6,-76,0,0,0,0
7850,CD-3814108,6.44,A8III:,20.58208333,-38.08972222,18,-5,0,0,0,0
3144,CP-60 1006,5.81,B2IVpne,7.980694444,-60.82444444,-8,15,0,0,0,0
5476,BD+80  448,6.26,K3III,14.56063889,79.66027778,-101,81,0,0,0,0
6067,CD-2812037,4.78,A0V,16.30497222,-28.61388889,-28,-99,0,0,0,0
720,BD+22  354,6.19,A5m,2.487111111,23.46888889,81,-28,0,0,0,0
48,BD-19   21,4.44,M3III,0.244,-18.93277778,-24,-67,0,0,0,0
3573,BD+68  551,4.76,M3III-IIIbCa1,9.042416667,67.62972222,-21,19,0,0,0,0
7782,CP-81  901,5.77,G6-8II,20.55486111,-80.965,-4,-19,0,0,0,0
4743,BD-03 3298,6.22,A8n,12.46433333,-4.615277778,-86,6,0,0,0,0
2692,CD-23 4949,6.65,B2V,7.147027778,-24.04416667,-13,-9,0,0,0,0
3184,CD-44 4051,5.05,K3III,8.111222222,-45.26638889,0,0,0,0,0,0
4579,CD-51 6236,6.05,K1-2III,11.98636111,-51.69666667,-12,-3,0,0,0,0
5852,BD+32 2621,5.56,gG9,15.73313889,32.51583333,-32,-10,0,0,0,0
3902,BD+26 2019,3.88,K2IIICN1Ca1,9.879388889,26.00694444,-216,-56,0,0,0,0
81,BD+10   32,6.56,A0V,0.348472222,10.97694444,-46,-28,0,0,0,0
3154,CP-54 1470,6.1,B2IV-V,8.023027778,-54.515,-18,21,0,0,0,0
4685,BD+28 2106,6.33,F8V s,12.32488889,28.15694444,-197,-129,0,0,0,0
3620,BD+11 1984,5.24,B8IIIpMn,9.129111111,10.66805556,-20,-10,0,0,0,0
7103,CD-3016356,6.63,B8V,18.87825,-30.73416667,-2,-23,0,0,0,0
2445,BD-16 1554,6.03,A1V s,6.643166667,-16.87361111,-8,-23,0,0,0,0
1762,BD-00  930,4.73,B2IV-V,5.362694444,-0.3825,0,-1,0,0,0,0
5688,BD+67  876,5.13,F9IV,15.24397222,67.34666667,221,-390,0,0,0,0
4996,CD-35 8547,6.19,K1III,13.25269444,-36.37111111,-12,-15,0,0,0,0
4344,BD-17 3321,6.13,A0V,11.20844444,-18.5,-19,-30,0,0,0,0
6460,BD+16 3163,6.35,M2.5IIIab,17.35927778,16.73083333,-18,-24,0,0,0,0
7032,CD-2513394,5.83,B5:V,18.74711111,-25.01111111,5,-22,0,0,0,0
4573,CP-55 4751,5.44,B8III,11.97088889,-56.31722222,-21,6,0,0,0,0
7679,BD+64 1407,6.57,gG7,20.03897222,64.63444444,46,10,0,0,0,0
1315,BD-10  867,4.87,K3III,4.239916667,-10.25638889,-9,-162,0,0,0,0
4934,BD-02 3622,6.59,F0V,13.06511111,-3.663333333,-35,-36,0,0,0,0
3570,BD+02 2112,6.59,A2V,8.968944444,1.541666667,-40,-5,0,0,0,0
7631,BD+56 2331,6.12,A4Vn,19.93861111,56.68694444,22,16,0,0,0,0
6343,BD+35 2911,6.69,M4IIIab,17.05838889,35.41416667,33,-35,0,0,0,0
1631,BD-22 1960,5.75,K1IV,5.045805556,-22.795,59,23,0,0,0,0
7900,BD+21 4305,6.08,A0III,20.65294444,21.81722222,19,14,0,0,0,0
4683,BD+88   71,6.28,F2V,12.25563889,87.7,-28,54,0,0,0,0
3177,CP-52 1376,5.53,K3-4III,8.084444444,-53.10805556,34,-6,0,0,0,0
6875,BD-10 4673,6.33,B9.5V,18.38394444,-10.21861111,24,-7,0,0,0,0
4076,BD+06 2301,6.54,F6V,10.38738889,5.694166667,-241,-73,0,0,0,0
5999,BD-12 4425,5.78,B9.5Vnn,16.12677778,-12.74555556,-45,-29,0,0,0,0
4915,BD-21 3635,6.31,G5,12.95922222,-22.75388889,-52,-29,0,0,0,0
2293,CD-33 2927,3.85,G7II,6.368555556,-33.43638889,-24,-55,0,0,0,0
1918,BD+26  884,6.37,G9III,5.649277778,26.61777778,24,-18,0,0,0,0
1503,BD-09  970,6.7,G8III,4.726416667,-8.796111111,32,-24,0,0,0,0
8744,CP-5310382,4.12,G8-K0III,23.01466667,-52.75416667,-67,-14,0,0,0,0
3065,BD-20 2235,5.63,G8III,7.861916667,-21.17388889,-62,25,0,0,0,0
4942,BD+46 1847,5.63,K1III,13.09786111,45.26861111,-12,28,0,0,0,0
1089,CP-66  195,5.83,B8V,3.514333333,-66.48972222,10,-2,0,0,0,0
5397,CD-39 8918,6.35,B7IV,14.44719444,-39.87388889,-19,-16,0,0,0,0
6769,CD-3612265,6.58,B1II,18.15622222,-36.6725,-11,-4,0,0,0,0
3136,CP-62  925,6.14,B8V,7.953472222,-63.29694444,-18,15,0,0,0,0
5368,CP-57 6619,4.92,G8III+F5V,14.37694444,-58.45944444,-52,13,0,0,0,0
8496,BD-08 5845,4.16,G8III-IV,22.28055556,-7.783333333,121,-22,0,0,0,0
5687,BD+00 3337,5.89,K5III,15.30727778,-0.461388889,6,-7,0,0,0,0
108,BD+36   66,6.26,G5III,0.482388889,36.9,-11,3,0,0,0,0
4543,CD-44 7614,4.46,K3III,11.85241667,-45.17361111,-70,-10,0,0,0,0
5467,CP-78  893,3.83,K3IIIa,14.79766667,-79.04472222,-12,-15,0,0,0,0
7331,BD-05 4936,5.01,G8III-IV,19.34247222,-5.415833333,116,48,0,0,0,0
4270,CD-36 6808,4.6,K1III,10.94530556,-37.13777778,77,-128,0,0,0,0
5197,BD+16 2564,4.07,K5.5III,13.82461111,15.79777778,-95,42,0,0,0,0
7890,CD-3315119,5.47,K1III,20.67216667,-33.43194444,24,36,0,0,0,0
971,CD-30 1238,6.16,K1IICNIII,3.227222222,-29.80416667,27,-2,0,0,0,0
4793,CD-39 7717,5.8,A0V,12.60033333,-39.87,-34,-37,0,0,0,0
4744,CP-61 3209,6.22,K2III,12.47375,-61.79527778,-34,-14,0,0,0,0
2862,BD-01 1738,5.59,K5III,7.488527778,-1.905277778,-15,-5,0,0,0,0
5495,CD-51 8461,6.07,A1III-IV,14.78675,-52.20555556,-25,-17,0,0,0,0
8527,BD-07 5765,5.93,G6IIIBaII,22.39225,-7.194444444,-1,7,0,0,0,0
7412,BD-03 4612,5.03,M1III,19.51105556,-2.788888889,23,-10,0,0,0,0
3332,BD-20 2538,6.56,A2V,8.45925,-20.84388889,10,-8,0,0,0,0
2662,BD+34 1530,5.91,gK4,7.122861111,34.00944444,-28,-25,0,0,0,0
30,CP-82    4,5.28,G8III,0.16725,-82.22388889,-29,-20,0,0,0,0
7596,BD-07 5102,6.51,F2V,19.92211111,-6.734166667,36,-46,0,0,0,0
5266,CD-40 8373,6.11,ApSi,14.05763889,-41.42333333,-34,-17,0,0,0,0
6140,CD-3411044,4.23,B2III-IV,16.52302778,-34.70444444,-9,-17,0,0,0,0
201,BD+54  148,6.52,A2III,0.770861111,55.30527778,15,-12,0,0,0,0
6507,BD+48 2517,5.85,A4V,17.44561111,48.26,2,-4,0,0,0,0
4191,CD-32 7572,5.64,A0V,10.712,-32.71583333,-29,2,0,0,0,0
7919,BD+38 4187,6.51,B6III,20.68344444,39.08222222,7,0,0,0,0,0
3730,CD-28 7196,4.69,G8.5IIICN-1.5*,9.38675,-28.83388889,-123,19,0,0,0,0
2188,BD+13 1151,6.04,A0Vnn,6.191083333,13.63861111,-5,-17,0,0,0,0
5206,CD-2311329,6.45,G5V,13.85566667,-24.39083333,-572,-302,0,0,0,0
8323,CD-3118466,5.01,A2V,21.79561111,-30.89833333,-32,2,0,0,0,0
2993,CD-28 4774,3.96,A2Iabe,7.730138889,-28.95472222,2,5,0,0,0,0
3137,CD-38 3908,5.24,F5III,7.991222222,-39.29722222,-82,-43,0,0,0,0
8911,CD-3615895,6.32,K2III,23.46686111,-35.54444444,7,1,0,0,0,0
2603,BD+07 1539,6.27,A3V,6.9775,7.621944444,-16,-30,0,0,0,0
6608,BD+14 3329,6.19,A3m,17.73813889,14.41027778,1,18,0,0,0,0
4661,CP-71 1323,6.22,A0V,12.27319444,-72.61472222,-53,-26,0,0,0,0
3464,CP-52 1607,4.86,B3IV,8.707083333,-53.11388889,-15,22,0,0,0,0
1184,BD-21  703,5.81,K5III,3.809944444,-20.90305556,-15,-25,0,0,0,0
4530,BD+00 2843,6.15,F7V,11.817,-0.318611111,-217,9,0,0,0,0
8456,BD+20 5093,6.46,A3III,22.17505556,20.97805556,0,-8,0,0,0,0
8633,CD-4714308,2.1,M5III,22.71113889,-46.88472222,137,-8,0,0,0,0
9024,BD-10 6177,5.94,K0IV,23.83741667,-9.974166667,140,76,0,0,0,0
3264,CD-36 4443,6.7,A0IV+G:,8.3035,-37.37416667,-22,19,0,0,0,0
6240,BD-10 4394,4.65,F7IV,16.83055556,-10.78305556,96,-93,0,0,0,0
2953,CD-26 4722,6.5,B7V,7.657472222,-26.86305556,-13,1,0,0,0,0
5342,BD+53 1699,6.58,A4V,14.25469444,52.53583333,-32,-4,0,0,0,0
5786,BD+11 2821,3.8,F0IV,15.58002778,10.53916667,-74,12,0,0,0,0
2719,BD+24 1576,6.89,A1pSrCr,7.240722222,24.71083333,3,-16,0,0,0,0
3073,CP-59  910,6.72,K0II,7.831888889,-60.05111111,0,20,0,0,0,0
7700,CD-3613940,5.32,K3V,20.18663889,-36.10111111,458,-1571,0,0,0,0
1045,BD+22  495,6.03,K0IV,3.474055556,22.80416667,-1,-104,0,0,0,0
7155,BD+43 3117,4.04,M5III,18.92225,43.94611111,23,83,0,0,0,0
4605,BD+09 2583,4.12,G8IIIaCN-1Ba1CH1,12.08680556,8.733055556,-220,46,0,0,0,0
7188,CD-5111893,5.93,K0-1III,19.06594444,-51.01861111,28,-146,0,0,0,0
854,BD-13  544,6.04,K2V,2.875583333,-12.76944444,394,-175,0,0,0,0
1694,BD-06 1109,5.91,G7III,5.213388889,-6.057222222,27,-32,0,0,0,0
1108,BD-06  713,5.96,K1V,3.650305556,-5.626111111,-15,-205,0,0,0,0
5857,CD-3410524,5.61,B7Vn,15.77894444,-34.6825,-21,-28,0,0,0,0
6197,BD+49 2531,4.9,M2.5IIIab,16.64580556,48.92833333,-47,31,0,0,0,0
624,BD+73  121,6.29,G8III,2.222555556,74.02777778,48,-37,0,0,0,0
7171,BD+09 3951,6.75,B2Vp,18.98819444,10.14083333,25,-11,0,0,0,0
4510,CP-62 2250,6.1,A2III-IV,11.73136111,-62.87833333,17,-15,0,0,0,0
977,CD-26 1210,6.25,A5V,3.250055556,-26.10027778,-19,-15,0,0,0,0
876,BD+39  681,4.7,A2Vn,2.979361111,39.66277778,24,-43,0,0,0,0
278,CP-61   50,6.23,Am,0.972888889,-60.69638889,50,18,0,0,0,0
2825,BD+09 1643,4.99,G6.5IIb,7.427472222,9.276111111,-6,-11,0,0,0,0
4729,CD-50 6975,4.82,B3Vn,12.44211111,-51.45083333,-44,-17,0,0,0,0
1501,CP-59  370,6.53,G5V,4.67175,-58.94361111,70,186,0,0,0,0
601,BD+56  471,6.48,B1Iab,2.281027778,57.05527778,1,-2,0,0,0,0
4458,BD+70  670,5.2,K0III,11.60077778,69.32277778,111,-127,0,0,0,0
2322,BD-04 1510,6.15,B2.5V,6.442916667,-4.597222222,7,-2,0,0,0,0
3090,BD+04 1860,6.17,G8III,7.939972222,4.485833333,-5,0,0,0,0,0
6421,CD-2413255,5.2,K0II-III,17.30019444,-24.28694444,-54,-8,0,0,0,0
8035,BD+06 4718,5.99,F1Vp,21.00108333,7.516388889,29,20,0,0,0,0
6956,BD-14 5099,5.5,K3Ib-IICN1,18.54536111,-14.86555556,-4,1,0,0,0,0
7680,BD+38 3896,6.19,G5IV,20.08605556,38.47833333,259,109,0,0,0,0
5923,CD-3310826,5.62,B9V,15.94838889,-33.96416667,20,-39,0,0,0,0
8435,BD+21 4695,5.78,B7Vne,22.13063889,21.70277778,-47,-69,0,0,0,0
2435,BD+28 1196,6.03,B7III,6.659194444,28.26305556,-6,-14,0,0,0,0
3493,CD-45 4541,5.75,F2Iab,8.788583333,-46.15555556,3,-8,0,0,0,0
5155,CD-50 7998,6.47,A0pSiCr,13.73775,-51.01305556,-36,-41,0,0,0,0
6080,BD+75  586,6.39,K2IV,16.20894444,75.21055556,-41,34,0,0,0,0
846,BD+47  723,6.26,G5I,2.889222222,48.56944444,15,-27,0,0,0,0
1249,BD+23  609,5.47,G0III+A4V,4.072694444,24.10583333,-4,-14,0,0,0,0
4562,CD-27 8384,5.93,K5III,11.92780556,-28.47694444,4,-26,0,0,0,0
8214,BD+26 4164,5.41,A1V,21.46113889,27.60861111,41,18,0,0,0,0
2760,BD+16 1443,3.58,A3V,7.301555556,16.54027778,-48,-37,0,0,0,0
2782,BD-19 1813,6.09,F0Iab-Ib,7.317222222,-19.28027778,8,2,0,0,0,0
8505,BD-14 6255,5.95,gG7,22.31688889,-13.305,79,-12,0,0,0,0
2799,CD-25 4400,5.87,M4III,7.351194444,-25.89138889,-12,25,0,0,0,0
391,BD-19  229,6.35,F6IV,1.375138889,-19.08138889,-56,-71,0,0,0,0
305,BD+14  163,5.68,F4II-III,1.084833333,14.94611111,6,54,0,0,0,0
502,CP-61  130,5.71,K2-3III,1.696666667,-60.78944444,15,-41,0,0,0,0
7179,BD+26 3418,5.27,K2III,18.99597222,26.23055556,88,-8,0,0,0,0
6724,BD-22 4516,6.74,B0.5III,18.05047222,-22.71833333,3,7,0,0,0,0
6334,BD+14 3179,4.98,M3III,17.05216667,14.09194444,23,-64,0,0,0,0
4419,BD+40 2433,5.31,A2V,11.4845,39.33694444,-50,16,0,0,0,0
7533,BD+32 3558,6.18,K3III,19.77638889,32.88861111,-32,-3,0,0,0,0
500,BD+31  301,6.34,G8III-IV,1.730555556,32.19166667,-22,-7,0,0,0,0
8448,BD-04 5623,6.27,A1Vnn,22.17252778,-3.894166667,19,-50,0,0,0,0
8138,BD-05 5512,5.82,B5V,21.30308333,-4.519444444,11,15,0,0,0,0
5149,CD-50 7983,6.41,M0III,13.71516667,-50.79055556,-7,-27,0,0,0,0
1044,BD+46  760,6.24,B7V,3.490611111,46.93777778,18,-35,0,0,0,0
2492,CD-23 4325,6.05,K0,6.756472222,-23.46194444,-38,42,0,0,0,0
8066,CD-4114379,5.53,K3III,21.10708333,-41.38611111,26,-16,0,0,0,0
1742,BD+77  195,6.56,A7III,5.490472222,77.9775,11,-17,0,0,0,0
306,BD+61  206,6.54,A5Vn,1.106333333,62.76166667,102,-24,0,0,0,0
2999,CD-40 3377,5.17,K1III,7.728305556,-40.93388889,133,-175,0,0,0,0
5679,CD-40 9481,6.28,Am,15.30261111,-41.06083333,28,7,0,0,0,0
2116,BD+42 1473,6.1,K0II,6.055,42.91166667,112,-141,0,0,0,0
9061,BD+24 4865,4.66,M3III,23.96263889,25.14138889,-34,-33,0,0,0,0
3200,CD-48 3516,5.7,B8Ib-II,8.152666667,-48.68444444,0,-4,0,0,0,0
8285,BD-19 6152,4.73,G8III,21.71097222,-18.86638889,147,-6,0,0,0,0
657,BD+33  395,4.87,G0.5V,2.284222222,34.22416667,1154,-245,0,0,0,0
5570,BD+00 3277,5.53,K1III,14.95925,-0.1675,62,-26,0,0,0,0
1271,BD-20  780,6.34,G5,4.096305556,-20.51222222,-20,12,0,0,0,0
9026,BD-15 6507,5.72,K4.5IIIb,23.84258333,-14.40194444,37,-33,0,0,0,0
5421,BD+05 2886,6.02,gK4,14.51261111,4.772222222,9,-12,0,0,0,0
1448,BD-07  841,6.09,K2III,4.570611111,-6.837777778,-18,-37,0,0,0,0
1944,CD-40 1999,5.82,B8V,5.645444444,-40.7075,-5,9,0,0,0,0
9055,CD-2716494,6.26,K3III,23.95230556,-26.62361111,71,17,0,0,0,0
8618,BD+56 2821,5.21,M4+III,22.64386111,56.79583333,53,-29,0,0,0,0
1376,BD+33  854,5.76,F4V,4.410388889,33.95972222,43,-72,0,0,0,0
6613,CD-2711930,4.54,F7II,17.79266667,-27.83083333,-1,-9,0,0,0,0
4574,CD-40 7041,6.79,K1III,11.97230556,-40.94722222,-57,21,0,0,0,0
6409,BD+02 3283,6.17,A2V,17.27061111,2.186111111,1,-21,0,0,0,0
456,BD-16  270,5.42,K2IIIaBa0.2CN1,1.599722222,-15.40027778,23,11,0,0,0,0
4931,BD+64  927,6,F6V,13.02966667,63.61027778,-180,29,0,0,0,0
422,BD-11  272,6.13,K4III-IV,1.462944444,-10.90166667,180,19,0,0,0,0
2142,BD+04 1116,5.63,G4III,6.082888889,4.158611111,-1,-5,0,0,0,0
4450,CD-39 7175,5.39,A2IV-V,11.56036111,-40.58694444,-71,24,0,0,0,0
5552,CP-74 1281,6.2,B9V,14.99888889,-75.0325,-6,-14,0,0,0,0
2650,CD-23 4797,3.02,B3Iab,7.050416667,-23.83333333,-4,3,0,0,0,0
3209,BD-07 2378,5.36,G6III,8.1925,-7.7725,-41,-21,0,0,0,0
6149,BD+20 3283,5.25,G8IIICN-2CH-1,16.50933333,20.47916667,-78,-63,0,0,0,0
7518,BD+34 3691,6.57,M1III,19.74394444,34.41388889,4,-9,0,0,0,0
4598,CP-73  924,6.44,G6III,12.06230556,-74.21388889,-27,7,0,0,0,0
2998,CD-37 3820,6.4,B9VpSi,7.728583333,-38.20194444,-25,6,0,0,0,0
5624,BD+48 2262,5.57,A1V,15.0905,48.15111111,-66,31,0,0,0,0
7509,BD+12 4059,6.26,B9III-IV,19.74280556,13.30277778,-7,-6,0,0,0,0
1256,BD-20  770,7.01,K2II,4.060222222,-20.15833333,20,6,0,0,0,0
4033,CD-42 6074,5.6,K4III,10.25875,-43.1125,9,-64,0,0,0,0
9097,BD+61 2586,5.88,A1III,0.070444444,62.28777778,-4,6,0,0,0,0
8008,BD+13 4572,5.17,K0III,20.92686111,13.72138889,21,-14,0,0,0,0
3044,BD-08 2096,5.61,K3III,7.836277778,-9.183333333,-1,4,0,0,0,0
8460,BD+50 3602,5.4,A5V,22.18608333,50.82333333,139,41,0,0,0,0
6625,CD-3114609,4.83,B8V,17.81958333,-31.70333333,11,-15,0,0,0,0
5804,CD-3810536,6.04,A3-5mA3-F2,15.64508333,-39.12805556,23,-8,0,0,0,0
656,CD-41  621,5.91,G8III,2.242222222,-41.16666667,-13,-28,0,0,0,0
1320,CD-40 1286,6.37,K3III,4.226583333,-40.35777778,16,28,0,0,0,0
2392,BD-01 1274,5.1,B5Vn,6.560527778,-1.220277778,-3,-21,0,0,0,0
3536,CD-47 4460,5.91,B3Vn,8.877388889,-48.35916667,-9,-6,0,0,0,0
4835,CD-35 8155,6.39,A0V,12.73297222,-36.34916667,13,-7,0,0,0,0
7353,CD-2815767,6.04,B2Vn,19.40836111,-27.86555556,4,-1,0,0,0,0
3715,CD-25 7114,4.72,M1III,9.358222222,-25.96555556,-11,-8,0,0,0,0
833,BD+16  355,5.22,B6V,2.821527778,17.46416667,-1,-15,0,0,0,0
8250,CD-2615702,5.73,A7/8IV,21.60305556,-26.17138889,111,-23,0,0,0,0
3614,BD+23 2048,6.4,F4V,9.124138889,22.98111111,-168,9,0,0,0,0
4256,BD+25 2314,4.5,A1V,10.92688889,24.74972222,-72,-12,0,0,0,0
4154,CD-26 8022,6.29,F5V,10.60127778,-26.675,9,-62,0,0,0,0
6634,BD+72  805,5.79,G0V,17.69944444,72.15694444,30,-278,0,0,0,0
1988,CP-78  195,6.05,B8III,5.593416667,-78.82083333,8,17,0,0,0,0
6562,CP-72 2086,6.49,F7IV+F5V,17.73880556,-72.22083333,-3,113,0,0,0,0
6529,BD+12 3241,6.42,B9.5VpHgMn,17.5375,11.93027778,24,25,0,0,0,0
253,BD+47  242,6.27,M2.5IIIa,0.918111111,48.67861111,-22,-6,0,0,0,0
532,CD-39  553,6.37,F8V,1.830222222,-38.40388889,-3,233,0,0,0,0
3977,BD+10 2112,4.37,K3.5IIIbFe-1,10.13175,9.9975,-80,-61,0,0,0,0
3502,BD+62 1027,5.73,F2III,8.889611111,61.96222222,-10,20,0,0,0,0
5805,BD+38 2678,6.42,K2,15.59702778,38.37388889,29,-6,0,0,0,0
7009,CP-64 3948,4.79,A5IV-V,18.75747222,-64.87138889,27,-149,0,0,0,0
5904,CD-2312569,5.42,B2.5Vne,15.89883333,-23.97805556,-15,-25,0,0,0,0
6252,BD+01 3323,5.51,A2V s,16.85691667,1.216111111,-23,-5,0,0,0,0
2923,BD+24 1727,6.27,F0,7.637361111,24.36027778,25,13,0,0,0,0
8000,BD+44 3617,5.45,K0II,20.8885,45.18194444,14,3,0,0,0,0
3860,CP-57 2228,5.32,A3IV,9.678472222,-57.98361111,-34,6,0,0,0,0
483,CP-56  329,5.87,K0V,1.663166667,-56.19805556,310,-20,0,0,0,0
8690,CD-3019324,5.97,G8/K0III,22.85580556,-29.53611111,-4,-11,0,0,0,0
3214,CP-63  896,6.28,B6Ve,8.140138889,-63.80111111,-17,2,0,0,0,0
6331,CD-3311706,4.87,B1Ia,17.08038889,-34.12277778,8,-2,0,0,0,0
1200,BD+31  666,2.85,B1Ib,3.902194444,31.88361111,6,-10,0,0,0,0
597,CP-66  125,6.1,K1III,1.99475,-66.06638889,32,6,0,0,0,0
6787,BD+50 2525,6.29,K0III,18.11486111,50.82277778,2,96,0,0,0,0
6963,BD+23 3363,5.84,gK5,18.54616667,23.61694444,10,16,0,0,0,0
6384,CD-2711516,6.14,B9Vn:,17.20694444,-27.76194444,-11,-40,0,0,0,0
1379,BD+57  800,6.32,A0III,4.45025,57.58527778,9,-12,0,0,0,0
6825,CP-63 4370,6.18,F9V,18.32783333,-63.88694444,43,-285,0,0,0,0
5614,CD-48 9630,5.77,G8III,15.12386111,-49.08833333,14,17,0,0,0,0
5482,CD-34 9868,4.05,K3IIIb,14.72761111,-35.17361111,-64,-180,0,0,0,0
5326,BD+52 1782,4.54,A8IV,14.22472222,51.79027778,63,-2,0,0,0,0
4316,BD+02 2387,5.52,G9IIICN-1,11.11505556,1.955555556,-383,-86,0,0,0,0
4939,CD-49 7644,4.27,B1.5V,13.11516667,-49.90611111,-26,-12,0,0,0,0
2598,BD+26 1405,6.1,F7V,6.979833333,26.08111111,-168,93,0,0,0,0
1019,BD+24  481,5.5,gK4,3.405138889,24.72416667,15,-50,0,0,0,0
1808,BD+02  962,4.59,B2IV,5.447277778,3.095555556,2,-4,0,0,0,0
3861,CP-56 2435,5.8,K0-1III,9.683944444,-57.25972222,81,-43,0,0,0,0
1254,BD+02  645,5.36,F6IV,4.069416667,2.826944444,147,-125,0,0,0,0
3470,BD-20 2667,6.11,A5V,8.748666667,-21.16777778,-20,1,0,0,0,0
8808,CP-81 1024,6.41,K4III,23.20333333,-80.91277778,9,-11,0,0,0,0
4779,CD-49 7195,6.38,F3III-IV,12.56644444,-49.90944444,-163,-40,0,0,0,0
8556,BD-00 4365,4.42,F3V,22.48058333,-0.02,209,42,0,0,0,0
2149,BD+58  897,5.36,G8III,6.166416667,58.93583333,24,23,0,0,0,0
5726,CP-84  510,5.57,A2V,15.72133333,-84.46527778,131,97,0,0,0,0
2114,CD-44 2363,5.81,G8II,5.977111111,-44.03444444,-1,14,0,0,0,0
6582,CD-5111094,5.15,G3IV-V,17.73575,-51.83416667,-14,-194,0,0,0,0
4587,BD-18 3295,5.26,B1.5V,12.01422222,-19.65888889,-21,13,0,0,0,0
5829,CD-49 9909,6.04,K2III,15.71033333,-49.48944444,-4,-18,0,0,0,0
1967,BD-01 1012,6.31,K4III,5.71925,-1.613055556,3,-26,0,0,0,0
6970,BD-08 4638,3.85,K3-III-IIIb,18.58677778,-8.244166667,-15,-312,0,0,0,0
1085,BD-22  628,4.27,B8V+B8V,3.563138889,-21.63277778,48,-27,0,0,0,0
5441,CD-45 9293,5.55,K3III,14.60527778,-46.24527778,-38,19,0,0,0,0
1972,BD-18 1172,5.73,A0V s,5.722666667,-18.5575,16,-15,0,0,0,0
4199,BD+58 1281,6.34,M1III,10.77291667,57.36583333,-50,-64,0,0,0,0
1820,BD-21 1174,6.07,gG7,5.460138889,-21.37555556,13,36,0,0,0,0
2062,BD-11 1321,5.66,K5III,5.912111111,-11.77388889,66,39,0,0,0,0
445,BD-07  256,5.76,G2IV,1.561916667,-7.025277778,180,-81,0,0,0,0
4313,CD-48 6157,6.13,B9.5V,11.0845,-49.3925,-23,4,0,0,0,0
3987,CD-51 4507,4.86,B3IV,10.14897222,-51.81111111,-10,1,0,0,0,0
464,CP-79   40,6.11,K0III,1.560888889,-78.50472222,-34,-136,0,0,0,0
8115,BD-11 5553,6.77,B9pHgMn,21.23797222,-10.60527778,14,4,0,0,0,0
6124,BD+55 1845,5.74,A2Si3955 Sr,16.40702778,55.205,12,23,0,0,0,0
576,BD+73  108,6.23,A5III,2.052916667,73.85055556,-29,-5,0,0,0,0
709,BD+31  427,5.54,gK1,2.457694444,31.80138889,-27,-28,0,0,0,0
3259,BD+27 1589,5.14,F6V,8.334416667,27.21777778,-18,-378,0,0,0,0
6275,BD-11 4231,6.57,A2IV,16.91119444,-11.7925,22,-13,0,0,0,0
7072,CP-62 5983,4.22,B2II-IIIe,18.87027778,-62.1875,-6,-14,0,0,0,0
8587,BD-02 5781,5.89,G6III,22.56747222,-1.574166667,36,-40,0,0,0,0
6223,BD+55 1872,6.16,A2VpSr,16.71622222,55.69027778,49,85,0,0,0,0
7152,BD+48 2793,5.77,F3III,18.91308333,48.85972222,-61,-118,0,0,0,0
4860,BD+67  764,5.43,gK5,12.79288889,66.79027778,10,-5,0,0,0,0
629,BD+18  277,5.7,M3IIIab,2.177111111,19.50027778,88,-28,0,0,0,0
757,BD+39  582,6.54,B5V,2.622444444,39.89583333,6,-19,0,0,0,0
